Order_ID,Customer_ID,Category,Payment_Method,Order_Value,Discount_Percent,Est_Delivery_Days,Actual_Delivery_Days,Customer_Rating,Returned,City_Tier,Delivery_Delay,Fulfillment_Status,High_Value_Flag,Net_Revenue,Order_Segment
ORD1191,CUST278,Home & Kitchen,Cash on Delivery,273.58,15,2,1,2.0,No,Tier 1,-1,Early,Regular Order,232.54299999999998,Standard Order
ORD1192,CUST162,Books,Credit Card,203.81,15,2,6,4.0,No,Tier 3,4,Severe Delay,Regular Order,173.2385,Standard Order
ORD1193,CUST195,Home & Kitchen,UPI,1426.64,30,4,5,1.0,No,Tier 1,1,Minor Delay,Regular Order,998.648,Standard Order
ORD1194,CUST330,Fashion,UPI,625.33,20,4,8,5.0,No,Tier 1,4,Severe Delay,Regular Order,500.26400000000007,Standard Order
ORD1195,CUST340,Fashion,UPI,529.93,0,7,8,4.0,No,Tier 1,1,Minor Delay,Regular Order,529.93,Standard Order
ORD1196,CUST151,Fashion,Debit Card,648.58,5,7,7,3.0,No,Tier 3,0,On-Time,Regular Order,616.151,Standard Order
ORD1197,CUST195,Beauty,UPI,554.93,10,4,8,2.0,No,Tier 2,4,Severe Delay,Regular Order,499.43699999999995,Standard Order
ORD1198,CUST231,Books,Debit Card,237.53,5,3,3,2.0,No,Tier 1,0,On-Time,Regular Order,225.65349999999998,Standard Order
ORD1199,CUST321,Beauty,Cash on Delivery,4470.81,15,5,5,4.0,No,Tier 3,0,On-Time,High-Value Order,3800.1885,Loyal & Satisfied
ORD1200,CUST328,Electronics,Credit Card,499.3,30,5,6,4.0,No,Tier 1,1,Minor Delay,Regular Order,349.51,Standard Order
ORD1201,CUST250,Home & Kitchen,UPI,1789.25,5,5,6,4.0,No,Tier 1,1,Minor Delay,Regular Order,1699.7875,Loyal & Satisfied
ORD1202,CUST330,Beauty,Debit Card,1925.59,10,5,9,5.0,Yes,Tier 1,4,Severe Delay,Regular Order,1733.031,Standard Order
ORD1203,CUST336,Electronics,UPI,3378.45,20,4,4,4.0,No,Tier 1,0,On-Time,Regular Order,2702.76,Loyal & Satisfied
ORD1204,CUST242,Electronics,Debit Card,237.23,10,2,3,2.0,No,Tier 1,1,Minor Delay,Regular Order,213.507,Standard Order
ORD1205,CUST270,Home & Kitchen,UPI,2667.32,0,4,5,3.0,Yes,Tier 2,1,Minor Delay,Regular Order,2667.32,Standard Order
ORD1206,CUST128,Home & Kitchen,Debit Card,1098.97,10,5,4,5.0,No,Tier 1,-1,Early,Regular Order,989.0730000000001,Standard Order
ORD1207,CUST135,Books,UPI,1401.38,0,4,4,3.0,No,Tier 2,0,On-Time,Regular Order,1401.38,Standard Order
ORD1208,CUST112,Electronics,Cash on Delivery,1440.98,30,5,5,1.0,No,Tier 1,0,On-Time,Regular Order,1008.6859999999999,Standard Order
ORD1209,CUST259,Books,UPI,2256.41,0,6,6,4.0,No,Tier 1,0,On-Time,Regular Order,2256.41,Loyal & Satisfied
ORD1210,CUST170,Electronics,UPI,686.69,10,7,14,3.0,Yes,Tier 1,7,Severe Delay,Regular Order,618.0210000000001,Standard Order
ORD1211,CUST286,Electronics,Credit Card,1784.84,10,2,3,5.0,No,Tier 3,1,Minor Delay,Regular Order,1606.356,Loyal & Satisfied
ORD1212,CUST342,Electronics,UPI,1102.4,50,6,7,4.0,Yes,Tier 1,1,Minor Delay,Regular Order,551.2,High-Risk Transaction
ORD1213,CUST185,Books,Credit Card,2092.33,0,3,10,2.0,No,Tier 2,7,Severe Delay,Regular Order,2092.33,Standard Order
ORD1214,CUST127,Home & Kitchen,UPI,5793.58,0,4,4,5.0,No,Tier 1,0,On-Time,High-Value Order,5793.58,Loyal & Satisfied
ORD1215,CUST165,Fashion,Credit Card,468.75,0,3,5,3.0,No,Tier 1,2,Minor Delay,Regular Order,468.75,Standard Order
ORD1216,CUST269,Fashion,Cash on Delivery,6476.49,0,4,4,3.0,No,Tier 1,0,On-Time,High-Value Order,6476.49,Standard Order
ORD1217,CUST144,Beauty,Credit Card,312.93,5,7,9,3.0,No,Tier 1,2,Minor Delay,Regular Order,297.2835,Standard Order
ORD1218,CUST161,Fashion,UPI,202.78,15,6,6,1.0,No,Tier 1,0,On-Time,Regular Order,172.363,Standard Order
ORD1219,CUST284,Books,Cash on Delivery,254.2,5,7,11,4.0,No,Tier 1,4,Severe Delay,Regular Order,241.48999999999998,Standard Order
ORD1220,CUST344,Fashion,Debit Card,701.86,0,5,5,2.0,Yes,Tier 2,0,On-Time,Regular Order,701.86,Standard Order
ORD1221,CUST233,Fashion,Debit Card,1006.55,20,7,7,3.0,No,Tier 1,0,On-Time,Regular Order,805.24,Standard Order
ORD1222,CUST127,Fashion,Credit Card,285.83,5,7,8,3.0,No,Tier 2,1,Minor Delay,Regular Order,271.5385,Standard Order
ORD1223,CUST127,Fashion,Credit Card,206.82,5,5,5,4.0,Yes,Tier 1,0,On-Time,Regular Order,196.47899999999998,Standard Order
ORD1224,CUST207,Home & Kitchen,UPI,3519.28,5,4,5,5.0,No,Tier 2,1,Minor Delay,Regular Order,3343.3160000000003,Loyal & Satisfied
ORD1225,CUST143,Fashion,UPI,2270.67,50,5,5,2.0,No,Tier 2,0,On-Time,Regular Order,1135.335,Standard Order
ORD1226,CUST183,Electronics,UPI,2187.73,0,6,7,3.0,No,Tier 1,1,Minor Delay,Regular Order,2187.73,Standard Order
ORD1227,CUST129,Beauty,UPI,1167.26,30,7,7,3.0,No,Tier 1,0,On-Time,Regular Order,817.082,Standard Order
ORD1228,CUST289,Fashion,UPI,1644.9,20,5,4,2.0,No,Tier 2,-1,Early,Regular Order,1315.92,Standard Order
ORD1229,CUST174,Fashion,Cash on Delivery,332.32,0,7,7,4.0,No,Tier 3,0,On-Time,Regular Order,332.32,Standard Order
ORD1230,CUST227,Beauty,Credit Card,811.19,50,6,6,4.0,No,Tier 1,0,On-Time,Regular Order,405.595,Standard Order
ORD1231,CUST349,Home & Kitchen,Cash on Delivery,1741.13,5,3,3,2.0,Yes,Tier 1,0,On-Time,Regular Order,1654.0735,Standard Order
ORD1232,CUST346,Electronics,UPI,594.76,0,6,6,3.0,No,Tier 3,0,On-Time,Regular Order,594.76,Standard Order
ORD1233,CUST191,Beauty,Cash on Delivery,1595.42,20,2,2,2.0,No,Tier 1,0,On-Time,Regular Order,1276.3360000000002,Standard Order
ORD1234,CUST316,Home & Kitchen,Cash on Delivery,229.76,15,2,1,4.0,No,Tier 2,-1,Early,Regular Order,195.296,Standard Order
ORD1235,CUST330,Fashion,Cash on Delivery,638.58,15,2,2,2.0,No,Tier 1,0,On-Time,Regular Order,542.793,Standard Order
ORD1236,CUST289,Electronics,UPI,1155.89,0,7,9,4.0,Yes,Tier 1,2,Minor Delay,Regular Order,1155.89,Standard Order
ORD1237,CUST324,Books,Cash on Delivery,1399.9,10,4,4,4.0,No,Tier 2,0,On-Time,Regular Order,1259.91,Loyal & Satisfied
ORD1238,CUST228,Home & Kitchen,UPI,1232.58,20,4,4,3.0,No,Tier 2,0,On-Time,Regular Order,986.064,Standard Order
ORD1239,CUST220,Fashion,UPI,1635.83,5,4,5,4.0,Yes,Tier 1,1,Minor Delay,Regular Order,1554.0384999999999,Standard Order
ORD1240,CUST126,Beauty,Cash on Delivery,207.33,5,7,7,5.0,No,Tier 2,0,On-Time,Regular Order,196.9635,Standard Order
ORD1241,CUST289,Books,UPI,327.69,0,6,7,4.0,Yes,Tier 2,1,Minor Delay,Regular Order,327.69,Standard Order
ORD1242,CUST220,Electronics,Debit Card,2638.56,0,4,4,2.0,No,Tier 2,0,On-Time,Regular Order,2638.56,Standard Order
ORD1243,CUST215,Fashion,UPI,1573.9,30,3,3,3.0,No,Tier 1,0,On-Time,Regular Order,1101.73,Standard Order
ORD1244,CUST304,Electronics,Cash on Delivery,343.8,10,2,1,5.0,No,Tier 2,-1,Early,Regular Order,309.42,Standard Order
ORD1245,CUST332,Home & Kitchen,Debit Card,2414.76,50,6,7,4.0,No,Tier 2,1,Minor Delay,Regular Order,1207.38,Loyal & Satisfied
ORD1246,CUST102,Electronics,Debit Card,532.85,5,2,3,4.0,No,Tier 2,1,Minor Delay,Regular Order,506.2075,Standard Order
ORD1247,CUST202,Home & Kitchen,UPI,980.7,15,4,3,5.0,No,Tier 2,-1,Early,Regular Order,833.595,Standard Order
ORD1248,CUST297,Books,Debit Card,388.26,5,6,6,5.0,No,Tier 1,0,On-Time,Regular Order,368.847,Standard Order
ORD1249,CUST299,Beauty,UPI,1685.9,5,5,12,5.0,No,Tier 2,7,Severe Delay,Regular Order,1601.605,Loyal & Satisfied
ORD1250,CUST254,Fashion,UPI,1519.01,0,3,3,2.0,No,Tier 2,0,On-Time,Regular Order,1519.01,Standard Order
ORD1251,CUST236,Books,Credit Card,484.56,5,4,4,4.0,Yes,Tier 1,0,On-Time,Regular Order,460.332,Standard Order
ORD1252,CUST161,Electronics,UPI,2588.84,10,4,8,4.0,No,Tier 1,4,Severe Delay,Regular Order,2329.956,Loyal & Satisfied
ORD1253,CUST264,Books,Debit Card,815.61,50,3,4,4.0,No,Tier 1,1,Minor Delay,Regular Order,407.805,Standard Order
ORD1254,CUST324,Electronics,UPI,615.25,15,3,3,4.0,Yes,Tier 2,0,On-Time,Regular Order,522.9625,Standard Order
ORD1255,CUST150,Fashion,UPI,398.32,0,5,6,2.0,No,Tier 1,1,Minor Delay,Regular Order,398.32,Standard Order
ORD1256,CUST333,Books,Credit Card,571.37,0,4,6,4.0,No,Tier 2,2,Minor Delay,Regular Order,571.37,Standard Order
ORD1257,CUST271,Electronics,Debit Card,226.73,0,7,7,4.0,Yes,Tier 3,0,On-Time,Regular Order,226.73,Standard Order
ORD1258,CUST251,Electronics,Credit Card,1250.34,10,4,4,2.0,No,Tier 2,0,On-Time,Regular Order,1125.306,Standard Order
ORD1259,CUST306,Home & Kitchen,Debit Card,2415.95,20,2,2,4.0,No,Tier 3,0,On-Time,Regular Order,1932.76,Loyal & Satisfied
ORD1260,CUST158,Home & Kitchen,UPI,1155.49,30,6,10,2.0,No,Tier 3,4,Severe Delay,Regular Order,808.843,Standard Order
ORD1261,CUST217,Home & Kitchen,Credit Card,497.04,0,6,7,3.0,No,Tier 1,1,Minor Delay,Regular Order,497.04,Standard Order
ORD1262,CUST259,Home & Kitchen,Cash on Delivery,241.1,10,2,1,1.0,No,Tier 2,-1,Early,Regular Order,216.99,Standard Order
ORD1263,CUST195,Fashion,Debit Card,489.92,10,6,8,3.0,No,Tier 1,2,Minor Delay,Regular Order,440.928,Standard Order
ORD1264,CUST315,Fashion,Cash on Delivery,845.67,15,3,3,4.0,No,Tier 3,0,On-Time,Regular Order,718.8195,Standard Order
ORD1265,CUST332,Fashion,Credit Card,1910.6,10,6,5,4.0,Yes,Tier 1,-1,Early,Regular Order,1719.54,Standard Order
ORD1266,CUST279,Electronics,Cash on Delivery,449.67,15,6,6,4.0,Yes,Tier 3,0,On-Time,Regular Order,382.2195,Standard Order
ORD1267,CUST212,Beauty,Cash on Delivery,1726.67,15,2,2,5.0,No,Tier 2,0,On-Time,Regular Order,1467.6695,Loyal & Satisfied
ORD1268,CUST161,Home & Kitchen,Credit Card,2620.29,0,5,7,3.0,No,Tier 2,2,Minor Delay,Regular Order,2620.29,Standard Order
ORD1269,CUST340,Fashion,UPI,926.05,20,6,6,2.0,No,Tier 1,0,On-Time,Regular Order,740.84,Standard Order
ORD1270,CUST285,Fashion,Cash on Delivery,2267.34,0,7,9,5.0,No,Tier 1,2,Minor Delay,Regular Order,2267.34,Loyal & Satisfied
ORD1271,CUST151,Beauty,Cash on Delivery,1170.69,15,6,6,2.0,No,Tier 2,0,On-Time,Regular Order,995.0865,Standard Order
ORD1272,CUST111,Electronics,UPI,1416.32,10,5,4,4.0,Yes,Tier 1,-1,Early,Regular Order,1274.6879999999999,Standard Order
ORD1273,CUST138,Home & Kitchen,Cash on Delivery,1096.56,10,2,9,5.0,No,Tier 3,7,Severe Delay,Regular Order,986.904,Standard Order
ORD1274,CUST229,Fashion,Cash on Delivery,946.49,30,5,5,4.0,Yes,Tier 1,0,On-Time,Regular Order,662.543,High-Risk Transaction
ORD1275,CUST230,Home & Kitchen,Cash on Delivery,520.91,30,2,2,4.0,No,Tier 2,0,On-Time,Regular Order,364.63699999999994,Standard Order
ORD1276,CUST212,Electronics,UPI,633.5,20,3,3,2.0,No,Tier 1,0,On-Time,Regular Order,506.8,Standard Order
ORD1277,CUST200,Beauty,UPI,610.94,10,2,4,3.0,No,Tier 2,2,Minor Delay,Regular Order,549.8460000000001,Standard Order
ORD1278,CUST212,Beauty,Cash on Delivery,1194.18,15,3,3,4.0,No,Tier 2,0,On-Time,Regular Order,1015.053,Loyal & Satisfied
ORD1279,CUST283,Home & Kitchen,UPI,353.34,10,3,3,3.0,No,Tier 1,0,On-Time,Regular Order,318.006,Standard Order
ORD1280,CUST180,Home & Kitchen,Debit Card,3183.69,30,2,1,5.0,No,Tier 1,-1,Early,Regular Order,2228.583,Loyal & Satisfied
ORD1281,CUST286,Beauty,Debit Card,1730.37,10,7,7,1.0,No,Tier 1,0,On-Time,Regular Order,1557.3329999999999,Standard Order
ORD1282,CUST212,Home & Kitchen,Cash on Delivery,815.89,50,4,5,4.0,Yes,Tier 2,1,Minor Delay,Regular Order,407.945,High-Risk Transaction
ORD1283,CUST101,Electronics,UPI,407.26,30,2,2,4.0,No,Tier 2,0,On-Time,Regular Order,285.082,Standard Order
ORD1284,CUST229,Home & Kitchen,UPI,2764.41,15,6,6,4.0,No,Tier 2,0,On-Time,Regular Order,2349.7484999999997,Loyal & Satisfied
ORD1285,CUST319,Home & Kitchen,UPI,2283.21,5,7,7,3.0,No,Tier 2,0,On-Time,Regular Order,2169.0495,Standard Order
ORD1286,CUST153,Fashion,UPI,1734.96,0,7,7,3.0,Yes,Tier 1,0,On-Time,Regular Order,1734.96,Standard Order
ORD1287,CUST186,Home & Kitchen,Debit Card,580.2,30,6,10,5.0,No,Tier 1,4,Severe Delay,Regular Order,406.14,Standard Order
ORD1288,CUST328,Beauty,UPI,817.89,0,4,4,2.0,No,Tier 1,0,On-Time,Regular Order,817.89,Standard Order
ORD1289,CUST323,Beauty,UPI,330.1,30,7,14,5.0,No,Tier 1,7,Severe Delay,Regular Order,231.07,Standard Order
ORD1290,CUST324,Fashion,UPI,451.44,10,3,3,4.0,Yes,Tier 3,0,On-Time,Regular Order,406.296,Standard Order
ORD1291,CUST228,Electronics,UPI,2033.52,10,4,4,4.0,Yes,Tier 3,0,On-Time,Regular Order,1830.1680000000001,Standard Order
ORD1292,CUST246,Beauty,UPI,1706.48,30,6,8,4.0,No,Tier 1,2,Minor Delay,Regular Order,1194.5359999999998,Loyal & Satisfied
ORD1293,CUST225,Books,Credit Card,1280.16,15,4,4,3.0,No,Tier 2,0,On-Time,Regular Order,1088.136,Standard Order
ORD1294,CUST229,Electronics,UPI,2912.89,10,2,3,4.0,No,Tier 3,1,Minor Delay,Regular Order,2621.601,Loyal & Satisfied
ORD1295,CUST152,Beauty,UPI,1250.37,10,4,11,5.0,No,Tier 1,7,Severe Delay,Regular Order,1125.3329999999999,Loyal & Satisfied
ORD1296,CUST271,Beauty,UPI,955.01,5,3,2,3.0,No,Tier 1,-1,Early,Regular Order,907.2595,Standard Order
ORD1297,CUST317,Fashion,UPI,699.29,20,2,1,4.0,No,Tier 1,-1,Early,Regular Order,559.432,Standard Order
ORD1298,CUST259,Home & Kitchen,UPI,3585.1,5,5,6,4.0,No,Tier 2,1,Minor Delay,Regular Order,3405.845,Loyal & Satisfied
ORD1299,CUST297,Fashion,UPI,303.61,30,6,6,2.0,No,Tier 3,0,On-Time,Regular Order,212.527,Standard Order
ORD1300,CUST259,Electronics,UPI,3406.42,30,6,6,3.0,Yes,Tier 2,0,On-Time,Regular Order,2384.4939999999997,High-Risk Transaction
ORD1301,CUST346,Fashion,UPI,2303.38,5,4,3,4.0,Yes,Tier 1,-1,Early,Regular Order,2188.211,Standard Order
ORD1302,CUST167,Books,UPI,367.02,15,7,6,3.0,No,Tier 1,-1,Early,Regular Order,311.967,Standard Order
ORD1303,CUST282,Electronics,UPI,1198.85,10,2,3,5.0,Yes,Tier 2,1,Minor Delay,Regular Order,1078.965,Standard Order
ORD1304,CUST302,Fashion,Cash on Delivery,2616.82,5,5,4,5.0,No,Tier 3,-1,Early,Regular Order,2485.979,Loyal & Satisfied
ORD1305,CUST283,Fashion,Credit Card,1217.82,50,2,2,3.0,Yes,Tier 2,0,On-Time,Regular Order,608.91,High-Risk Transaction
ORD1306,CUST222,Fashion,Debit Card,3052.77,0,6,7,2.0,No,Tier 2,1,Minor Delay,Regular Order,3052.77,Standard Order
ORD1307,CUST244,Beauty,Credit Card,3637.3,5,2,2,4.0,No,Tier 1,0,On-Time,High-Value Order,3455.435,Loyal & Satisfied
ORD1308,CUST137,Fashion,Cash on Delivery,858.62,10,5,4,3.0,No,Tier 3,-1,Early,Regular Order,772.758,Standard Order
ORD1309,CUST123,Fashion,Debit Card,768.45,10,7,8,4.0,Yes,Tier 2,1,Minor Delay,Regular Order,691.605,Standard Order
ORD1310,CUST168,Home & Kitchen,UPI,3504.68,10,4,3,3.0,No,Tier 1,-1,Early,Regular Order,3154.212,Standard Order
ORD1311,CUST215,Fashion,Cash on Delivery,1549.23,20,3,4,4.0,No,Tier 2,1,Minor Delay,Regular Order,1239.384,Loyal & Satisfied
ORD1312,CUST197,Electronics,UPI,347.99,15,2,4,4.0,No,Tier 1,2,Minor Delay,Regular Order,295.7915,Standard Order
ORD1313,CUST297,Fashion,UPI,251.85,15,3,3,3.0,Yes,Tier 1,0,On-Time,Regular Order,214.0725,Standard Order
ORD1314,CUST313,Electronics,Cash on Delivery,1197.87,0,6,6,3.0,No,Tier 1,0,On-Time,Regular Order,1197.87,Standard Order
ORD1315,CUST238,Electronics,UPI,3394.05,5,4,4,3.0,No,Tier 1,0,On-Time,Regular Order,3224.3475,Standard Order
ORD1316,CUST339,Fashion,Cash on Delivery,2431.39,5,4,4,3.0,No,Tier 1,0,On-Time,Regular Order,2309.8205,Standard Order
ORD1317,CUST243,Fashion,Cash on Delivery,1551.85,5,2,4,4.0,No,Tier 1,2,Minor Delay,Regular Order,1474.2575,Loyal & Satisfied
ORD1318,CUST196,Beauty,UPI,379.75,10,7,9,5.0,Yes,Tier 2,2,Minor Delay,Regular Order,341.77500000000003,Standard Order
ORD1319,CUST300,Fashion,Debit Card,552.01,0,4,4,3.0,No,Tier 2,0,On-Time,Regular Order,552.01,Standard Order
ORD1320,CUST223,Home & Kitchen,Credit Card,2700.25,5,2,3,4.0,No,Tier 1,1,Minor Delay,Regular Order,2565.2374999999997,Loyal & Satisfied
ORD1321,CUST286,Home & Kitchen,UPI,442.26,5,2,6,4.0,No,Tier 1,4,Severe Delay,Regular Order,420.147,Standard Order
ORD1322,CUST169,Electronics,Cash on Delivery,591.61,30,3,7,3.0,No,Tier 2,4,Severe Delay,Regular Order,414.127,Standard Order
ORD1323,CUST307,Home & Kitchen,UPI,366.56,30,4,4,3.0,Yes,Tier 1,0,On-Time,Regular Order,256.592,High-Risk Transaction
ORD1324,CUST192,Electronics,UPI,1552.82,15,2,2,5.0,No,Tier 1,0,On-Time,Regular Order,1319.897,Loyal & Satisfied
ORD1325,CUST102,Beauty,UPI,3658.51,30,3,3,4.0,Yes,Tier 3,0,On-Time,High-Value Order,2560.957,High-Risk Transaction
ORD1326,CUST247,Electronics,UPI,575.96,20,5,9,4.0,No,Tier 2,4,Severe Delay,Regular Order,460.76800000000003,Standard Order
ORD1327,CUST286,Fashion,UPI,974.16,10,3,2,4.0,No,Tier 3,-1,Early,Regular Order,876.744,Standard Order
ORD1328,CUST263,Electronics,Credit Card,1407.26,0,3,3,1.0,No,Tier 2,0,On-Time,Regular Order,1407.26,Standard Order
ORD1329,CUST246,Beauty,Credit Card,9242.7,20,2,2,4.0,No,Tier 1,0,On-Time,High-Value Order,7394.160000000001,Loyal & Satisfied
ORD1330,CUST189,Fashion,Credit Card,332.86,15,6,6,4.0,No,Tier 2,0,On-Time,Regular Order,282.931,Standard Order
ORD1331,CUST294,Home & Kitchen,Credit Card,1028.35,15,6,6,4.0,No,Tier 1,0,On-Time,Regular Order,874.0974999999999,Standard Order
ORD1332,CUST246,Electronics,Credit Card,783.59,20,7,14,3.0,No,Tier 1,7,Severe Delay,Regular Order,626.8720000000001,Standard Order
ORD1333,CUST247,Home & Kitchen,Credit Card,2610.29,10,6,5,2.0,Yes,Tier 1,-1,Early,Regular Order,2349.261,Standard Order
ORD1334,CUST195,Electronics,UPI,975.44,15,3,3,2.0,No,Tier 3,0,On-Time,Regular Order,829.124,Standard Order
ORD1335,CUST298,Beauty,Cash on Delivery,341.16,30,7,6,4.0,No,Tier 1,-1,Early,Regular Order,238.812,Standard Order
ORD1336,CUST151,Electronics,UPI,1407.54,5,2,2,3.0,No,Tier 3,0,On-Time,Regular Order,1337.163,Standard Order
ORD1337,CUST332,Electronics,Credit Card,1967.69,15,4,4,4.0,No,Tier 3,0,On-Time,Regular Order,1672.5365,Loyal & Satisfied
ORD1338,CUST260,Electronics,UPI,203.46,10,3,3,1.0,No,Tier 2,0,On-Time,Regular Order,183.114,Standard Order
ORD1339,CUST267,Fashion,UPI,2550.43,15,3,3,1.0,No,Tier 2,0,On-Time,Regular Order,2167.8655,Standard Order
ORD1340,CUST227,Home & Kitchen,UPI,446.99,20,7,7,4.0,No,Tier 2,0,On-Time,Regular Order,357.59200000000004,Standard Order
ORD1341,CUST138,Electronics,Cash on Delivery,1163.74,0,2,1,4.0,No,Tier 3,-1,Early,Regular Order,1163.74,Loyal & Satisfied
ORD1342,CUST181,Books,UPI,845.01,15,5,5,4.0,No,Tier 1,0,On-Time,Regular Order,718.2585,Standard Order
ORD1343,CUST203,Fashion,Cash on Delivery,1726.08,5,3,7,3.0,No,Tier 2,4,Severe Delay,Regular Order,1639.7759999999998,Standard Order
ORD1344,CUST228,Fashion,Debit Card,756.66,15,5,9,4.0,No,Tier 2,4,Severe Delay,Regular Order,643.161,Standard Order
ORD1345,CUST110,Fashion,UPI,2646.08,10,5,5,2.0,Yes,Tier 3,0,On-Time,Regular Order,2381.472,Standard Order
ORD1346,CUST319,Fashion,Debit Card,1773.41,20,6,6,2.0,No,Tier 2,0,On-Time,Regular Order,1418.728,Standard Order
ORD1347,CUST284,Home & Kitchen,Credit Card,1110.605,0,2,6,4.0,No,Tier 2,4,Severe Delay,Regular Order,1110.605,Loyal & Satisfied
ORD1348,CUST316,Electronics,Credit Card,2108.98,15,5,4,3.0,No,Tier 2,-1,Early,Regular Order,1792.633,Standard Order
ORD1349,CUST277,Electronics,Cash on Delivery,1883.02,5,2,4,3.0,No,Tier 3,2,Minor Delay,Regular Order,1788.869,Standard Order
ORD1350,CUST250,Beauty,UPI,243.92,30,6,10,4.0,No,Tier 2,4,Severe Delay,Regular Order,170.74399999999997,Standard Order
ORD1351,CUST258,Beauty,Debit Card,802.51,30,2,1,4.0,No,Tier 1,-1,Early,Regular Order,561.757,Standard Order
ORD1352,CUST321,Fashion,UPI,3405.03,50,3,3,5.0,No,Tier 2,0,On-Time,Regular Order,1702.515,Loyal & Satisfied
ORD1353,CUST141,Fashion,Cash on Delivery,361.23,20,5,9,3.0,No,Tier 3,4,Severe Delay,Regular Order,288.98400000000004,Standard Order
ORD1354,CUST198,Home & Kitchen,Credit Card,1803.16,20,2,2,1.0,No,Tier 2,0,On-Time,Regular Order,1442.5280000000002,Standard Order
ORD1355,CUST106,Fashion,UPI,4607.22,5,4,3,3.0,No,Tier 3,-1,Early,High-Value Order,4376.859,Standard Order
ORD1356,CUST243,Electronics,UPI,264.33,5,2,2,4.0,No,Tier 1,0,On-Time,Regular Order,251.11349999999996,Standard Order
ORD1357,CUST189,Electronics,Credit Card,1575.58,10,5,5,4.0,No,Tier 2,0,On-Time,Regular Order,1418.022,Loyal & Satisfied
ORD1358,CUST211,Home & Kitchen,Debit Card,957.68,20,6,7,4.0,No,Tier 2,1,Minor Delay,Regular Order,766.144,Standard Order
ORD1359,CUST348,Home & Kitchen,Credit Card,1238.65,30,6,7,1.0,No,Tier 3,1,Minor Delay,Regular Order,867.0550000000001,Standard Order
ORD1360,CUST343,Electronics,UPI,307.05,0,5,12,4.0,Yes,Tier 1,7,Severe Delay,Regular Order,307.05,Standard Order
ORD1361,CUST159,Electronics,Debit Card,252.75,30,3,3,1.0,No,Tier 3,0,On-Time,Regular Order,176.92499999999998,Standard Order
ORD1362,CUST212,Electronics,Debit Card,1519.05,15,3,3,4.0,No,Tier 2,0,On-Time,Regular Order,1291.1924999999999,Loyal & Satisfied
ORD1363,CUST101,Home & Kitchen,Credit Card,2280.03,15,6,6,5.0,Yes,Tier 1,0,On-Time,Regular Order,1938.0255000000002,Standard Order
ORD1364,CUST228,Electronics,UPI,2028.0,0,6,6,4.0,No,Tier 1,0,On-Time,Regular Order,2028.0,Loyal & Satisfied
ORD1365,CUST147,Electronics,Cash on Delivery,1087.13,0,5,5,4.0,No,Tier 1,0,On-Time,Regular Order,1087.13,Standard Order
ORD1366,CUST239,Books,UPI,326.26,10,3,10,4.0,No,Tier 2,7,Severe Delay,Regular Order,293.634,Standard Order
ORD1367,CUST296,Electronics,UPI,1597.87,15,6,8,5.0,No,Tier 1,2,Minor Delay,Regular Order,1358.1895,Loyal & Satisfied
ORD1368,CUST136,Home & Kitchen,Cash on Delivery,532.31,5,3,3,4.0,No,Tier 1,0,On-Time,Regular Order,505.69449999999995,Standard Order
ORD1369,CUST259,Electronics,Debit Card,3103.87,10,6,7,1.0,No,Tier 3,1,Minor Delay,Regular Order,2793.483,Standard Order
ORD1370,CUST346,Electronics,Cash on Delivery,2386.16,30,2,2,4.0,No,Tier 1,0,On-Time,Regular Order,1670.312,Loyal & Satisfied
ORD1371,CUST108,Electronics,Debit Card,1682.9,20,4,4,3.0,No,Tier 1,0,On-Time,Regular Order,1346.3200000000002,Standard Order
ORD1372,CUST332,Home & Kitchen,Debit Card,3767.5,30,7,8,4.0,No,Tier 2,1,Minor Delay,High-Value Order,2637.25,Loyal & Satisfied
ORD1373,CUST198,Beauty,Cash on Delivery,238.31,5,2,2,4.0,No,Tier 2,0,On-Time,Regular Order,226.3945,Standard Order
ORD1374,CUST246,Books,Debit Card,1799.08,5,7,14,4.0,No,Tier 2,7,Severe Delay,Regular Order,1709.1259999999997,Loyal & Satisfied
ORD1375,CUST147,Fashion,Debit Card,681.01,15,6,7,3.0,No,Tier 1,1,Minor Delay,Regular Order,578.8584999999999,Standard Order
ORD1376,CUST307,Home & Kitchen,UPI,3038.19,10,4,4,2.0,No,Tier 2,0,On-Time,Regular Order,2734.371,Standard Order
ORD1377,CUST230,Electronics,UPI,572.2,0,4,5,4.0,No,Tier 2,1,Minor Delay,Regular Order,572.2,Standard Order
ORD1378,CUST247,Fashion,UPI,1748.55,5,6,6,5.0,No,Tier 1,0,On-Time,Regular Order,1661.1225,Loyal & Satisfied
ORD1379,CUST251,Beauty,UPI,2721.01,10,6,6,4.0,No,Tier 1,0,On-Time,Regular Order,2448.909,Loyal & Satisfied
ORD1380,CUST153,Electronics,Cash on Delivery,251.06,5,3,3,3.0,No,Tier 1,0,On-Time,Regular Order,238.507,Standard Order
ORD1381,CUST219,Electronics,Credit Card,808.3,5,6,6,5.0,Yes,Tier 1,0,On-Time,Regular Order,767.8849999999999,Standard Order
ORD1382,CUST260,Electronics,Credit Card,1924.14,5,5,6,5.0,No,Tier 2,1,Minor Delay,Regular Order,1827.933,Loyal & Satisfied
ORD1383,CUST251,Electronics,Credit Card,928.18,0,6,6,3.0,Yes,Tier 2,0,On-Time,Regular Order,928.18,Standard Order
